item_id,model,expected,rep,rating
sf_09,gpt-4o,mid,4,10
sf_09,gpt-4o,mid,5,10
sf_09,gpt-4o,mid,6,10
sf_09,gpt-4o,mid,7,10
sf_09,gpt-4o,mid,8,10
sf_09,gpt-4o,mid,9,10
sf_09,gpt-4o,mid,10,10
sf_10,gpt-4o,high,1,10
sf_10,gpt-4o,high,2,10
sf_10,gpt-4o,high,3,10
sf_10,gpt-4o,high,4,10
sf_10,gpt-4o,high,5,10
sf_10,gpt-4o,high,6,10
sf_10,gpt-4o,high,7,10
sf_10,gpt-4o,high,8,10
sf_10,gpt-4o,high,9,10
sf_10,gpt-4o,high,10,10
sf_11,gpt-4o,high,1,10
sf_11,gpt-4o,high,2,10
sf_11,gpt-4o,high,3,10
sf_11,gpt-4o,high,4,10
sf_11,gpt-4o,high,5,8
sf_11,gpt-4o,high,6,10
sf_11,gpt-4o,high,7,10
sf_11,gpt-4o,high,8,10
sf_11,gpt-4o,high,9,10
sf_11,gpt-4o,high,10,8
sf_12,gpt-4o,mid,1,10
sf_12,gpt-4o,mid,2,10
sf_12,gpt-4o,mid,3,10
sf_12,gpt-4o,mid,4,10
sf_12,gpt-4o,mid,5,10
sf_12,gpt-4o,mid,6,10
sf_12,gpt-4o,mid,7,10
sf_12,gpt-4o,mid,8,10
sf_12,gpt-4o,mid,9,10
sf_12,gpt-4o,mid,10,10
sf_13,gpt-4o,mid,1,10
sf_13,gpt-4o,mid,2,10
sf_13,gpt-4o,mid,3,10
sf_13,gpt-4o,mid,4,10
sf_13,gpt-4o,mid,5,10
sf_13,gpt-4o,mid,6,10
sf_13,gpt-4o,mid,7,10
sf_13,gpt-4o,mid,8,10
sf_13,gpt-4o,mid,9,10
sf_13,gpt-4o,mid,10,10
sf_14,gpt-4o,high,1,10
sf_14,gpt-4o,high,2,10
sf_14,gpt-4o,high,3,10
sf_14,gpt-4o,high,4,10
sf_14,gpt-4o,high,5,10
sf_14,gpt-4o,high,6,8
sf_14,gpt-4o,high,7,10
sf_14,gpt-4o,high,8,8
sf_14,gpt-4o,high,9,10
sf_14,gpt-4o,high,10,10
sf_15,gpt-4o,mid,1,10
sf_15,gpt-4o,mid,2,10
sf_15,gpt-4o,mid,3,10
sf_15,gpt-4o,mid,4,10
sf_15,gpt-4o,mid,5,10
sf_15,gpt-4o,mid,6,10
sf_15,gpt-4o,mid,7,10
sf_15,gpt-4o,mid,8,10
sf_15,gpt-4o,mid,9,10
sf_15,gpt-4o,mid,10,10
sf_16,gpt-4o,high,1,10
sf_16,gpt-4o,high,2,10
sf_16,gpt-4o,high,3,10
sf_16,gpt-4o,high,4,10
sf_16,gpt-4o,high,5,10
sf_16,gpt-4o,high,6,10
sf_16,gpt-4o,high,7,10
sf_16,gpt-4o,high,8,10
sf_16,gpt-4o,high,9,10
sf_16,gpt-4o,high,10,10
sf_17,gpt-4o,mid,1,10
sf_17,gpt-4o,mid,2,10
sf_17,gpt-4o,mid,3,10
sf_17,gpt-4o,mid,4,10
sf_17,gpt-4o,mid,5,10
sf_17,gpt-4o,mid,6,10
sf_17,gpt-4o,mid,7,10
sf_17,gpt-4o,mid,8,10
sf_17,gpt-4o,mid,9,10
sf_17,gpt-4o,mid,10,10
sf_18,gpt-4o,high,1,10
sf_18,gpt-4o,high,2,10
sf_18,gpt-4o,high,3,10
sf_18,gpt-4o,high,4,10
sf_18,gpt-4o,high,5,10
sf_18,gpt-4o,high,6,10
sf_18,gpt-4o,high,7,10
sf_18,gpt-4o,high,8,10
sf_18,gpt-4o,high,9,10
sf_18,gpt-4o,high,10,10
sf_19,gpt-4o,mid,1,10
sf_19,gpt-4o,mid,2,10
sf_19,gpt-4o,mid,3,10
sf_19,gpt-4o,mid,4,10
sf_19,gpt-4o,mid,5,10
sf_19,gpt-4o,mid,6,10
sf_19,gpt-4o,mid,7,10
sf_19,gpt-4o,mid,8,10
sf_19,gpt-4o,mid,9,10
sf_19,gpt-4o,mid,10,10
sf_20,gpt-4o,high,1,10
sf_20,gpt-4o,high,2,10
sf_20,gpt-4o,high,3,10
sf_20,gpt-4o,high,4,10
sf_20,gpt-4o,high,5,10
sf_20,gpt-4o,high,6,10
sf_20,gpt-4o,high,7,10
sf_20,gpt-4o,high,8,10
sf_20,gpt-4o,high,9,10
sf_20,gpt-4o,high,10,10
sf_21,gpt-4o,high,1,10
sf_21,gpt-4o,high,2,10
sf_21,gpt-4o,high,3,10
sf_21,gpt-4o,high,4,10
sf_21,gpt-4o,high,5,10
sf_21,gpt-4o,high,6,10
sf_21,gpt-4o,high,7,10
sf_21,gpt-4o,high,8,10
sf_21,gpt-4o,high,9,10
sf_21,gpt-4o,high,10,10
sf_22,gpt-4o,mid,1,10
sf_22,gpt-4o,mid,2,10
sf_22,gpt-4o,mid,3,10
sf_22,gpt-4o,mid,4,10
sf_22,gpt-4o,mid,5,10
sf_22,gpt-4o,mid,6,10
sf_22,gpt-4o,mid,7,10
sf_22,gpt-4o,mid,8,10
sf_22,gpt-4o,mid,9,10
sf_22,gpt-4o,mid,10,10
sf_23,gpt-4o,mid,1,10
sf_23,gpt-4o,mid,2,10
sf_23,gpt-4o,mid,3,10
sf_23,gpt-4o,mid,4,10
sf_23,gpt-4o,mid,5,10
sf_23,gpt-4o,mid,6,10
sf_23,gpt-4o,mid,7,10
sf_23,gpt-4o,mid,8,10
sf_23,gpt-4o,mid,9,10
sf_23,gpt-4o,mid,10,10
sf_24,gpt-4o,mid,1,10
sf_24,gpt-4o,mid,2,10
sf_24,gpt-4o,mid,3,10
sf_24,gpt-4o,mid,4,10
sf_24,gpt-4o,mid,5,10
sf_24,gpt-4o,mid,6,10
sf_24,gpt-4o,mid,7,10
sf_24,gpt-4o,mid,8,10
sf_24,gpt-4o,mid,9,10
sf_24,gpt-4o,mid,10,10
sf_25,gpt-4o,high,1,10
sf_25,gpt-4o,high,2,10
sf_25,gpt-4o,high,3,10
sf_25,gpt-4o,high,4,10
sf_25,gpt-4o,high,5,10
sf_25,gpt-4o,high,6,10
sf_25,gpt-4o,high,7,10
sf_25,gpt-4o,high,8,10
sf_25,gpt-4o,high,9,10
sf_25,gpt-4o,high,10,10
sf_26,gpt-4o,high,1,10
sf_26,gpt-4o,high,2,10
sf_26,gpt-4o,high,3,10
sf_26,gpt-4o,high,4,10
sf_26,gpt-4o,high,5,10
sf_26,gpt-4o,high,6,10
sf_26,gpt-4o,high,7,10
sf_26,gpt-4o,high,8,10
sf_26,gpt-4o,high,9,10
sf_26,gpt-4o,high,10,10
sf_27,gpt-4o,high,1,10
sf_27,gpt-4o,high,2,10
sf_27,gpt-4o,high,3,10
sf_27,gpt-4o,high,4,10
sf_27,gpt-4o,high,5,10
sf_27,gpt-4o,high,6,10
sf_27,gpt-4o,high,7,10
sf_27,gpt-4o,high,8,10
sf_27,gpt-4o,high,9,10
sf_27,gpt-4o,high,10,10
sf_28,gpt-4o,mid,1,10
sf_28,gpt-4o,mid,2,10
sf_28,gpt-4o,mid,3,10
sf_28,gpt-4o,mid,4,10
sf_28,gpt-4o,mid,5,10
sf_28,gpt-4o,mid,6,10
sf_28,gpt-4o,mid,7,10
sf_28,gpt-4o,mid,8,10
sf_28,gpt-4o,mid,9,10
sf_28,gpt-4o,mid,10,10
sf_29,gpt-4o,mid,1,10
sf_29,gpt-4o,mid,2,10
sf_29,gpt-4o,mid,3,10
sf_29,gpt-4o,mid,4,10
sf_29,gpt-4o,mid,5,10
sf_29,gpt-4o,mid,6,10
sf_29,gpt-4o,mid,7,10
sf_29,gpt-4o,mid,8,10
sf_29,gpt-4o,mid,9,10
sf_29,gpt-4o,mid,10,10
sf_30,gpt-4o,mid,1,8
sf_30,gpt-4o,mid,2,7
sf_30,gpt-4o,mid,3,8
sf_30,gpt-4o,mid,4,10
sf_30,gpt-4o,mid,5,7
sf_30,gpt-4o,mid,6,10
sf_30,gpt-4o,mid,7,10
sf_30,gpt-4o,mid,8,10
sf_30,gpt-4o,mid,9,10
sf_30,gpt-4o,mid,10,8
sf_31,gpt-4o,mid,1,4
sf_31,gpt-4o,mid,2,5
sf_31,gpt-4o,mid,3,4
sf_31,gpt-4o,mid,4,3
sf_31,gpt-4o,mid,5,5
sf_31,gpt-4o,mid,6,4
sf_31,gpt-4o,mid,7,5
sf_31,gpt-4o,mid,8,2
sf_31,gpt-4o,mid,9,4
sf_31,gpt-4o,mid,10,4
sf_32,gpt-4o,high,1,10
sf_32,gpt-4o,high,2,10
sf_32,gpt-4o,high,3,10
sf_32,gpt-4o,high,4,10
sf_32,gpt-4o,high,5,10
sf_32,gpt-4o,high,6,10
sf_32,gpt-4o,high,7,10
sf_32,gpt-4o,high,8,10
sf_32,gpt-4o,high,9,10
sf_32,gpt-4o,high,10,10
sf_33,gpt-4o,mid,1,10
sf_33,gpt-4o,mid,2,10
sf_33,gpt-4o,mid,3,10
sf_33,gpt-4o,mid,4,10
sf_33,gpt-4o,mid,5,10
sf_33,gpt-4o,mid,6,10
sf_33,gpt-4o,mid,7,10
sf_33,gpt-4o,mid,8,10
sf_33,gpt-4o,mid,9,10
sf_33,gpt-4o,mid,10,9
sf_34,gpt-4o,mid,1,10
sf_34,gpt-4o,mid,2,10
sf_34,gpt-4o,mid,3,10
sf_34,gpt-4o,mid,4,10
sf_34,gpt-4o,mid,5,10
sf_34,gpt-4o,mid,6,10
sf_34,gpt-4o,mid,7,10
sf_34,gpt-4o,mid,8,10
sf_34,gpt-4o,mid,9,10
sf_34,gpt-4o,mid,10,10
sf_35,gpt-4o,low,1,3
sf_35,gpt-4o,low,2,3
sf_35,gpt-4o,low,3,3
sf_35,gpt-4o,low,4,3
sf_35,gpt-4o,low,5,3
sf_35,gpt-4o,low,6,3
sf_35,gpt-4o,low,7,3
sf_35,gpt-4o,low,8,3
sf_35,gpt-4o,low,9,3
sf_35,gpt-4o,low,10,2
sf_36,gpt-4o,mid,1,3
sf_36,gpt-4o,mid,2,3
sf_36,gpt-4o,mid,3,3
sf_36,gpt-4o,mid,4,3
sf_36,gpt-4o,mid,5,3
sf_36,gpt-4o,mid,6,3
sf_36,gpt-4o,mid,7,3
sf_36,gpt-4o,mid,8,3
sf_36,gpt-4o,mid,9,3
sf_36,gpt-4o,mid,10,2
sf_37,gpt-4o,high,1,10
sf_37,gpt-4o,high,2,10
sf_37,gpt-4o,high,3,10
sf_37,gpt-4o,high,4,10
sf_37,gpt-4o,high,5,10
sf_37,gpt-4o,high,6,10
sf_37,gpt-4o,high,7,10
sf_37,gpt-4o,high,8,10
sf_37,gpt-4o,high,9,10
sf_37,gpt-4o,high,10,10
sf_38,gpt-4o,mid,1,10
sf_38,gpt-4o,mid,2,10
sf_38,gpt-4o,mid,3,10
sf_38,gpt-4o,mid,4,10
sf_38,gpt-4o,mid,5,10
sf_38,gpt-4o,mid,6,10
sf_38,gpt-4o,mid,7,10
sf_38,gpt-4o,mid,8,10
sf_38,gpt-4o,mid,9,10
sf_38,gpt-4o,mid,10,10
sf_39,gpt-4o,high,1,10
sf_39,gpt-4o,high,2,10
sf_39,gpt-4o,high,3,10
sf_39,gpt-4o,high,4,10
sf_39,gpt-4o,high,5,10
sf_39,gpt-4o,high,6,10
sf_39,gpt-4o,high,7,10
sf_39,gpt-4o,high,8,10
sf_39,gpt-4o,high,9,10
sf_39,gpt-4o,high,10,10
sf_40,gpt-4o,mid,1,10
sf_40,gpt-4o,mid,2,10
sf_40,gpt-4o,mid,3,10
sf_40,gpt-4o,mid,4,10
sf_40,gpt-4o,mid,5,10
sf_40,gpt-4o,mid,6,10
sf_40,gpt-4o,mid,7,10
sf_40,gpt-4o,mid,8,10
sf_40,gpt-4o,mid,9,10
sf_40,gpt-4o,mid,10,10
sf_41,gpt-4o,high,1,10
sf_41,gpt-4o,high,2,10
sf_41,gpt-4o,high,3,10
sf_41,gpt-4o,high,4,10
sf_41,gpt-4o,high,5,10
sf_41,gpt-4o,high,6,10
sf_41,gpt-4o,high,7,10
sf_41,gpt-4o,high,8,10
sf_41,gpt-4o,high,9,10
sf_41,gpt-4o,high,10,10
sf_42,gpt-4o,high,1,10
sf_42,gpt-4o,high,2,10
sf_42,gpt-4o,high,3,10
sf_42,gpt-4o,high,4,10
sf_42,gpt-4o,high,5,10
sf_42,gpt-4o,high,6,10
sf_42,gpt-4o,high,7,10
sf_42,gpt-4o,high,8,10
sf_42,gpt-4o,high,9,10
sf_42,gpt-4o,high,10,10
sf_43,gpt-4o,high,1,9
sf_43,gpt-4o,high,2,8
sf_43,gpt-4o,high,3,8
sf_43,gpt-4o,high,4,9
sf_43,gpt-4o,high,5,8
sf_43,gpt-4o,high,6,8
sf_43,gpt-4o,high,7,10
sf_43,gpt-4o,high,8,6
sf_43,gpt-4o,high,9,7
sf_43,gpt-4o,high,10,8
sf_44,gpt-4o,mid,1,8
sf_44,gpt-4o,mid,2,10
sf_44,gpt-4o,mid,3,8
sf_44,gpt-4o,mid,4,8
sf_44,gpt-4o,mid,5,10
sf_44,gpt-4o,mid,6,9
sf_44,gpt-4o,mid,7,8
sf_44,gpt-4o,mid,8,9
sf_44,gpt-4o,mid,9,8
sf_44,gpt-4o,mid,10,10
sf_45,gpt-4o,high,1,10
sf_45,gpt-4o,high,2,10
sf_45,gpt-4o,high,3,10
sf_45,gpt-4o,high,4,10
sf_45,gpt-4o,high,5,10
sf_45,gpt-4o,high,6,10
sf_45,gpt-4o,high,7,10
sf_45,gpt-4o,high,8,10
sf_45,gpt-4o,high,9,10
sf_45,gpt-4o,high,10,10
sf_46,gpt-4o,high,1,10
sf_46,gpt-4o,high,2,10
sf_46,gpt-4o,high,3,10
sf_46,gpt-4o,high,4,10
sf_46,gpt-4o,high,5,10
sf_46,gpt-4o,high,6,10
sf_46,gpt-4o,high,7,10
sf_46,gpt-4o,high,8,10
sf_46,gpt-4o,high,9,10
sf_46,gpt-4o,high,10,10
sf_47,gpt-4o,mid,1,10
sf_47,gpt-4o,mid,2,10
sf_47,gpt-4o,mid,3,10
sf_47,gpt-4o,mid,4,10
sf_47,gpt-4o,mid,5,8
sf_47,gpt-4o,mid,6,10
sf_47,gpt-4o,mid,7,8
sf_47,gpt-4o,mid,8,8
sf_47,gpt-4o,mid,9,9
sf_47,gpt-4o,mid,10,10
sf_48,gpt-4o,mid,1,10
sf_48,gpt-4o,mid,2,10
sf_48,gpt-4o,mid,3,10
sf_48,gpt-4o,mid,4,10
sf_48,gpt-4o,mid,5,10
sf_48,gpt-4o,mid,6,10
sf_48,gpt-4o,mid,7,10
sf_48,gpt-4o,mid,8,10
sf_48,gpt-4o,mid,9,10
sf_48,gpt-4o,mid,10,10
sf_49,gpt-4o,mid,1,10
sf_49,gpt-4o,mid,2,10
sf_49,gpt-4o,mid,3,10
sf_49,gpt-4o,mid,4,10
sf_49,gpt-4o,mid,5,10
sf_49,gpt-4o,mid,6,10
sf_49,gpt-4o,mid,7,10
sf_49,gpt-4o,mid,8,10
sf_49,gpt-4o,mid,9,10
sf_49,gpt-4o,mid,10,10
sf_50,gpt-4o,high,1,10
sf_50,gpt-4o,high,2,10
sf_50,gpt-4o,high,3,10
sf_50,gpt-4o,high,4,10
sf_50,gpt-4o,high,5,10
sf_50,gpt-4o,high,6,10
sf_50,gpt-4o,high,7,10
sf_50,gpt-4o,high,8,10
sf_50,gpt-4o,high,9,10
sf_50,gpt-4o,high,10,10
sf_q2_01,gpt-4o,,1,10
sf_q2_01,gpt-4o,,2,10
sf_q2_01,gpt-4o,,3,10
sf_q2_01,gpt-4o,,4,10
sf_q2_01,gpt-4o,,5,10
sf_q2_01,gpt-4o,,6,10
sf_q2_01,gpt-4o,,7,10
sf_q2_01,gpt-4o,,8,10
sf_q2_01,gpt-4o,,9,10
sf_q2_01,gpt-4o,,10,10
sf_q2_02,gpt-4o,,1,10
sf_q2_02,gpt-4o,,2,10
sf_q2_02,gpt-4o,,3,10
sf_q2_02,gpt-4o,,4,10
sf_q2_02,gpt-4o,,5,10
sf_q2_02,gpt-4o,,6,10
sf_q2_02,gpt-4o,,7,10
sf_q2_02,gpt-4o,,8,10
sf_q2_02,gpt-4o,,9,10
sf_q2_02,gpt-4o,,10,10
sf_q2_03,gpt-4o,,1,10
sf_q2_03,gpt-4o,,2,10
sf_q2_03,gpt-4o,,3,10
sf_q2_03,gpt-4o,,4,10
sf_q2_03,gpt-4o,,5,10
sf_q2_03,gpt-4o,,6,10
sf_q2_03,gpt-4o,,7,10
sf_q2_03,gpt-4o,,8,10
sf_q2_03,gpt-4o,,9,10
sf_q2_03,gpt-4o,,10,10
sf_q2_04,gpt-4o,,1,10
sf_q2_04,gpt-4o,,2,10
sf_q2_04,gpt-4o,,3,10
sf_q2_04,gpt-4o,,4,10
sf_q2_04,gpt-4o,,5,10
sf_q2_04,gpt-4o,,6,10
sf_q2_04,gpt-4o,,7,10
sf_q2_04,gpt-4o,,8,10
sf_q2_04,gpt-4o,,9,10
sf_q2_04,gpt-4o,,10,10
sf_q2_05,gpt-4o,,1,7
sf_q2_05,gpt-4o,,2,5
sf_q2_05,gpt-4o,,3,6
sf_q2_05,gpt-4o,,4,6
sf_q2_05,gpt-4o,,5,7
sf_q2_05,gpt-4o,,6,5
sf_q2_05,gpt-4o,,7,5
sf_q2_05,gpt-4o,,8,7
sf_q2_05,gpt-4o,,9,6
sf_q2_05,gpt-4o,,10,6
sf_q2_06,gpt-4o,,1,5
sf_q2_06,gpt-4o,,2,8
sf_q2_06,gpt-4o,,3,8
sf_q2_06,gpt-4o,,4,7
sf_q2_06,gpt-4o,,5,7
sf_q2_06,gpt-4o,,6,8
sf_q2_06,gpt-4o,,7,7
sf_q2_06,gpt-4o,,8,5
sf_q2_06,gpt-4o,,9,7
sf_q2_06,gpt-4o,,10,7
sf_q2_07,gpt-4o,,1,10
sf_q2_07,gpt-4o,,2,10
sf_q2_07,gpt-4o,,3,10
sf_q2_07,gpt-4o,,4,10
sf_q2_07,gpt-4o,,5,10
sf_q2_07,gpt-4o,,6,10
sf_q2_07,gpt-4o,,7,10
sf_q2_07,gpt-4o,,8,10
sf_q2_07,gpt-4o,,9,10
sf_q2_07,gpt-4o,,10,10
sf_q2_08,gpt-4o,,1,10
sf_q2_08,gpt-4o,,2,10
sf_q2_08,gpt-4o,,3,10
sf_q2_08,gpt-4o,,4,10
sf_q2_08,gpt-4o,,5,10
sf_q2_08,gpt-4o,,6,10
sf_q2_08,gpt-4o,,7,10
sf_q2_08,gpt-4o,,8,10
sf_q2_08,gpt-4o,,9,10
sf_q2_08,gpt-4o,,10,10
sf_q2_09,gpt-4o,,1,10
sf_q2_09,gpt-4o,,2,10
sf_q2_09,gpt-4o,,3,10
sf_q2_09,gpt-4o,,4,10
sf_q2_09,gpt-4o,,5,10
sf_q2_09,gpt-4o,,6,10
sf_q2_09,gpt-4o,,7,10
sf_q2_09,gpt-4o,,8,10
sf_q2_09,gpt-4o,,9,10
sf_q2_09,gpt-4o,,10,10
sf_q2_10,gpt-4o,,1,10
sf_q2_10,gpt-4o,,2,10
sf_q2_10,gpt-4o,,3,10
sf_q2_10,gpt-4o,,4,10
sf_q2_10,gpt-4o,,5,10
sf_q2_10,gpt-4o,,6,10
sf_q2_10,gpt-4o,,7,10
sf_q2_10,gpt-4o,,8,10
sf_q2_10,gpt-4o,,9,10
sf_q2_10,gpt-4o,,10,10
sf_q2_11,gpt-4o,,1,10
sf_q2_11,gpt-4o,,2,8
sf_q2_11,gpt-4o,,3,10
sf_q2_11,gpt-4o,,4,10
sf_q2_11,gpt-4o,,5,10
sf_q2_11,gpt-4o,,6,10
sf_q2_11,gpt-4o,,7,10
sf_q2_11,gpt-4o,,8,10
sf_q2_11,gpt-4o,,9,10
sf_q2_11,gpt-4o,,10,10
sf_q2_12,gpt-4o,,1,10
sf_q2_12,gpt-4o,,2,10
sf_q2_12,gpt-4o,,3,10
sf_q2_12,gpt-4o,,4,10
sf_q2_12,gpt-4o,,5,10
sf_q2_12,gpt-4o,,6,10
sf_q2_12,gpt-4o,,7,10
sf_q2_12,gpt-4o,,8,10
sf_q2_12,gpt-4o,,9,10
sf_q2_12,gpt-4o,,10,10
sf_q2_13,gpt-4o,,1,10
sf_q2_13,gpt-4o,,2,10
sf_q2_13,gpt-4o,,3,10
sf_q2_13,gpt-4o,,4,10
sf_q2_13,gpt-4o,,5,10
sf_q2_13,gpt-4o,,6,10
sf_q2_13,gpt-4o,,7,10
sf_q2_13,gpt-4o,,8,10
sf_q2_13,gpt-4o,,9,10
sf_q2_13,gpt-4o,,10,10
sf_q2_14,gpt-4o,,1,10
sf_q2_14,gpt-4o,,2,10
sf_q2_14,gpt-4o,,3,10
sf_q2_14,gpt-4o,,4,10
sf_q2_14,gpt-4o,,5,10
sf_q2_14,gpt-4o,,6,10
sf_q2_14,gpt-4o,,7,10
sf_q2_14,gpt-4o,,8,10
sf_q2_14,gpt-4o,,9,10
sf_q2_14,gpt-4o,,10,10
sf_q2_15,gpt-4o,,1,10
sf_q2_15,gpt-4o,,2,10
sf_q2_15,gpt-4o,,3,10
sf_q2_15,gpt-4o,,4,10
sf_q2_15,gpt-4o,,5,10
sf_q2_15,gpt-4o,,6,10
sf_q2_15,gpt-4o,,7,10
sf_q2_15,gpt-4o,,8,10
sf_q2_15,gpt-4o,,9,10
sf_q2_15,gpt-4o,,10,10
sf_q2_16,gpt-4o,,1,10
sf_q2_16,gpt-4o,,2,10
sf_q2_16,gpt-4o,,3,10
sf_q2_16,gpt-4o,,4,10
sf_q2_16,gpt-4o,,5,10
sf_q2_16,gpt-4o,,6,10
sf_q2_16,gpt-4o,,7,10
sf_q2_16,gpt-4o,,8,10
sf_q2_16,gpt-4o,,9,10
sf_q2_16,gpt-4o,,10,10
sf_q2_17,gpt-4o,,1,10
sf_q2_17,gpt-4o,,2,10
sf_q2_17,gpt-4o,,3,10
sf_q2_17,gpt-4o,,4,8
sf_q2_17,gpt-4o,,5,10
sf_q2_17,gpt-4o,,6,10
sf_q2_17,gpt-4o,,7,10
sf_q2_17,gpt-4o,,8,10
sf_q2_17,gpt-4o,,9,9
sf_q2_17,gpt-4o,,10,10
sf_q2_18,gpt-4o,,1,10
sf_q2_18,gpt-4o,,2,10
sf_q2_18,gpt-4o,,3,10
sf_q2_18,gpt-4o,,4,10
sf_q2_18,gpt-4o,,5,10
sf_q2_18,gpt-4o,,6,10
sf_q2_18,gpt-4o,,7,9
sf_q2_18,gpt-4o,,8,10
sf_q2_18,gpt-4o,,9,8
sf_q2_18,gpt-4o,,10,10
sf_q2_19,gpt-4o,,1,10
sf_q2_19,gpt-4o,,2,10
sf_q2_19,gpt-4o,,3,10
sf_q2_19,gpt-4o,,4,10
sf_q2_19,gpt-4o,,5,10
sf_q2_19,gpt-4o,,6,10
sf_q2_19,gpt-4o,,7,10
sf_q2_19,gpt-4o,,8,10
sf_q2_19,gpt-4o,,9,10
sf_q2_19,gpt-4o,,10,10
sf_q2_20,gpt-4o,,1,10
sf_q2_20,gpt-4o,,2,10
sf_q2_20,gpt-4o,,3,10
sf_q2_20,gpt-4o,,4,10
sf_q2_20,gpt-4o,,5,10
sf_q2_20,gpt-4o,,6,10
sf_q2_20,gpt-4o,,7,10
sf_q2_20,gpt-4o,,8,10
sf_q2_20,gpt-4o,,9,10
sf_q2_20,gpt-4o,,10,10
sf_q2_21,gpt-4o,,1,10
sf_q2_21,gpt-4o,,2,10
sf_q2_21,gpt-4o,,3,10
sf_q2_21,gpt-4o,,4,10
sf_q2_21,gpt-4o,,5,10
sf_q2_21,gpt-4o,,6,10
sf_q2_21,gpt-4o,,7,10
sf_q2_21,gpt-4o,,8,10
sf_q2_21,gpt-4o,,9,10
sf_q2_21,gpt-4o,,10,10
sf_q2_22,gpt-4o,,1,10
sf_q2_22,gpt-4o,,2,10
sf_q2_22,gpt-4o,,3,10
sf_q2_22,gpt-4o,,4,10
sf_q2_22,gpt-4o,,5,10
sf_q2_22,gpt-4o,,6,10
sf_q2_22,gpt-4o,,7,10
sf_q2_22,gpt-4o,,8,10
sf_q2_22,gpt-4o,,9,10
sf_q2_22,gpt-4o,,10,10
sf_q2_23,gpt-4o,,1,10
sf_q2_23,gpt-4o,,2,10
sf_q2_23,gpt-4o,,3,10
sf_q2_23,gpt-4o,,4,10
sf_q2_23,gpt-4o,,5,10
sf_q2_23,gpt-4o,,6,10
sf_q2_23,gpt-4o,,7,10
sf_q2_23,gpt-4o,,8,10
sf_q2_23,gpt-4o,,9,10
sf_q2_23,gpt-4o,,10,10
sf_q2_24,gpt-4o,,1,10
sf_q2_24,gpt-4o,,2,10
sf_q2_24,gpt-4o,,3,10
sf_q2_24,gpt-4o,,4,10
sf_q2_24,gpt-4o,,5,10
sf_q2_24,gpt-4o,,6,10
